Order_ID,Customer_ID,Sales,Quantity,Discount,Profit,Order_Date,Product_ID
APJ-2021-107349,1009,41.568,6,0.8,-66.5088,2021-07-13,3
APJ-2020-139017,1071,46.864,2,0.2,7.6154,2020-05-11,10
EMEA-2020-141817,1050,19.536,3,0.2,4.884,2020-01-06,6
AMER-2021-130785,1039,411.332,4,0.15,-4.8392,2021-09-05,1
AMER-2021-130785,1039,28.752,6,0.2,9.7038,2021-09-05,3
AMER-2021-130785,1039,293.199,3,0.15,-20.6964,2021-09-05,1
EMEA-2022-110254,1013,35.06,2,0.0,10.518,2022-08-05,9
EMEA-2022-110254,1013,4.13,1,0.0,1.8998,2022-08-05,2
EMEA-2022-110254,1013,109.8,9,0.0,46.116,2022-08-05,5
EMEA-2022-110254,1013,9.82,2,0.0,4.8118,2022-08-05,2
EMEA-2020-158057,1040,7.644,4,0.7,-5.8604,2020-03-22,3
EMEA-2020-158057,1040,51.465,5,0.7,-39.4565,2020-03-22,3
APJ-2023-146024,1088,6.976,4,0.2,-1.3952,2023-03-03,9
APJ-2023-146024,1088,12.222,7,0.8,-20.1663,2023-03-03,3
APJ-2022-129686,1027,97.984,2,0.2,-24.496,2022-11-28,4
APJ-2022-129686,1027,62.4,6,0.2,19.5,2022-11-28,10
APJ-2020-118976,1065,20.86,2,0.0,9.387,2020-04-28,3
APJ-2020-118976,1065,497.61,9,0.0,129.3786,2020-04-28,4
APJ-2020-118976,1065,5.34,2,0.0,1.4952,2020-04-28,6
APJ-2020-118976,1065,3.15,1,0.0,1.512,2020-04-28,2
AMER-2021-105347,1043,368.91,9,0.0,180.7659,2021-11-24,9
AMER-2021-105347,1043,14.7,5,0.0,6.615,2021-11-24,6
EMEA-2022-124667,1017,59.97,3,0.0,14.9925,2022-11-12,10
EMEA-2022-124667,1017,83.36,1,0.0,20.84,2022-11-12,4
APJ-2021-111094,1026,6.58,2,0.0,3.0268,2021-07-09,9
APJ-2021-111094,1026,122.94,3,0.0,59.0112,2021-07-09,3
EMEA-2023-166317,1005,219.84,4,0.0,107.7216,2023-09-23,9
EMEA-2023-166317,1005,98.16,6,0.0,9.816,2023-09-23,10
EMEA-2023-166317,1005,33.04,8,0.0,15.5288,2023-09-23,3
EMEA-2023-166317,1005,86.97,3,0.0,25.2213,2023-09-23,7
EMEA-2021-154326,1028,134.97,3,0.0,64.7856,2021-02-15,7
EMEA-2021-154326,1028,699.98,2,0.0,195.9944,2021-02-15,7
EMEA-2021-154326,1028,139.95,5,0.0,26.5905,2021-02-15,10
EMEA-2020-102008,1028,48.94,1,0.0,24.47,2020-09-30,9
EMEA-2020-120474,1088,2807.84,8,0.0,673.8816,2020-12-01,2
EMEA-2020-120474,1088,46.64,4,0.0,12.5928,2020-12-01,6
APJ-2020-104773,1088,60.416,2,0.2,6.0416,2020-12-08,4
APJ-2022-140774,1100,107.94,3,0.0,26.985,2022-09-06,6
EMEA-2023-139465,1057,63.84,8,0.0,16.5984,2023-08-28,4
EMEA-2023-139465,1057,347.97,3,0.0,100.9113,2023-08-28,7
EMEA-2023-139465,1057,37.008,6,0.2,11.565,2023-08-28,3
AMER-2022-100965,1071,215.65,5,0.0,73.321,2022-07-08,5
APJ-2022-121034,1039,11.168,4,0.2,3.6296,2022-08-09,12
APJ-2022-121034,1039,53.952,3,0.2,17.5344,2022-08-09,9
AMER-2022-149461,1097,4.18,1,0.0,1.5048,2022-11-14,5
EMEA-2023-158379,1007,5.607,1,0.7,-4.2987,2023-09-23,3
EMEA-2023-158379,1007,4663.736,7,0.2,-1049.3406,2023-09-23,9
EMEA-2023-158379,1007,79.984,2,0.2,22.9954,2023-09-23,10
AMER-2022-116729,1076,2575.944,7,0.2,257.5944,2022-12-26,7
AMER-2022-116729,1076,45.36,7,0.0,21.7728,2022-12-26,9
AMER-2022-116729,1076,254.24,7,0.0,76.272,2022-12-26,10
APJ-2022-164938,1041,69.93,7,0.0,0.6993,2022-02-11,7
APJ-2022-165484,1015,16.156,7,0.6,-12.117,2022-10-24,5
APJ-2022-165484,1015,54.816,3,0.2,17.8152,2022-10-24,9
EMEA-2020-132612,1008,1441.3,7,0.0,245.021,2020-06-09,3
AMER-2023-161193,1029,77.6,5,0.2,28.13,2023-11-21,5
AMER-2023-161193,1029,4.656,2,0.2,1.5714,2023-11-21,5
AMER-2021-131597,1014,170.136,3,0.2,-8.5068,2021-09-14,3
AMER-2021-164833,1002,7.38,2,0.0,3.4686,2021-06-04,2
AMER-2021-164833,1002,9.26,2,0.0,3.0558,2021-06-04,6
AMER-2021-125423,1049,9.96,2,0.0,4.5816,2021-12-13,2
APJ-2020-130379,1016,75.6,2,0.8,-166.32,2020-05-25,8
APJ-2020-130379,1016,29.32,2,0.6,-24.189,2020-05-25,5
APJ-2022-168956,1048,92.064,6,0.8,-225.5568,2022-02-16,8
APJ-2022-168956,1048,6.976,4,0.2,1.8312,2022-02-16,12
APJ-2022-168956,1048,62.958,3,0.3,-2.6982,2022-02-16,2
APJ-2022-168956,1048,5.184,1,0.2,1.8144,2022-02-16,9
EMEA-2022-167507,1017,31.32,10,0.7,-25.056,2022-12-23,3
EMEA-2022-167507,1017,11.84,4,0.2,3.108,2022-12-23,5
EMEA-2022-167507,1017,22.784,1,0.2,4.8416,2022-12-23,5
EMEA-2022-109344,1001,1127.976,3,0.2,126.8973,2022-02-08,7
EMEA-2021-140851,1046,38.88,6,0.0,18.6624,2021-07-13,9
AMER-2020-103373,1055,779.796,2,0.4,-168.9558,2020-05-18,7
APJ-2023-145884,1009,1439.92,8,0.0,374.3792,2023-10-22,7
APJ-2023-145884,1009,262.11,1,0.0,62.9064,2023-10-22,3
EMEA-2021-131422,1095,207.0,3,0.2,25.875,2021-11-05,2
APJ-2023-162691,1016,1439.982,3,0.4,-263.9967,2023-08-02,13
APJ-2023-162691,1016,36.288,7,0.2,12.7008,2023-08-02,9
EMEA-2020-141278,1071,21.4,5,0.0,6.206,2020-06-21,6
EMEA-2023-122693,1100,1245.86,7,0.0,361.2994,2023-02-20,8
EMEA-2020-117345,1022,17.544,3,0.2,5.9211,2020-08-01,2
EMEA-2020-117345,1022,44.128,4,0.2,12.1352,2020-08-01,5
EMEA-2020-117345,1022,62.92,1,0.2,10.2245,2020-08-01,8
EMEA-2020-117345,1022,78.304,2,0.2,29.364,2020-08-01,9
EMEA-2022-157763,1024,140.81,1,0.0,39.4268,2022-07-19,2
APJ-2021-135391,1090,40.096,4,0.2,13.5324,2021-02-09,2
APJ-2021-135391,1090,40.784,2,0.6,-30.588,2021-02-09,5
AMER-2023-113852,1004,90.57,3,0.0,11.7741,2023-07-30,10
EMEA-2023-158512,1057,40.08,6,0.0,19.2384,2023-01-13,9
EMEA-2023-158512,1057,37.68,2,0.0,15.8256,2023-01-13,5
AMER-2023-128370,1026,362.352,3,0.2,27.1764,2023-09-11,2
AMER-2023-128370,1026,7.184,2,0.2,2.245,2023-09-11,3
APJ-2021-160472,1005,34.76,1,0.0,9.7328,2021-07-20,4
APJ-2021-160472,1005,831.2,5,0.0,124.68,2021-07-20,10
APJ-2021-160472,1005,26.4,5,0.0,11.88,2021-07-20,9
APJ-2021-160472,1005,106.75,7,0.0,49.105,2021-07-20,11
APJ-2021-160472,1005,97.82,2,0.0,45.9754,2021-07-20,9
APJ-2021-160472,1005,141.4,5,0.0,38.178,2021-07-20,4
AMER-2020-114643,1005,14.52,3,0.0,4.7916,2020-06-13,6
APJ-2023-158218,1081,127.92,5,0.2,-15.99,2023-05-13,4
APJ-2023-158218,1081,34.24,4,0.8,-53.072,2023-05-13,3
EMEA-2021-121608,1031,137.62,2,0.0,60.5528,2021-09-03,8
EMEA-2021-121608,1031,100.49,1,0.0,25.1225,2021-09-03,7
EMEA-2023-121251,1045,257.568,2,0.2,-28.9764,2023-03-27,1
EMEA-2023-121251,1045,119.96,4,0.0,33.5888,2023-03-27,7
APJ-2020-151078,1054,49.632,4,0.2,4.9632,2020-11-12,4
EMEA-2022-100839,1012,727.45,5,0.5,-465.568,2022-10-14,3
EMEA-2022-100839,1012,24.96,3,0.2,4.368,2022-10-14,5
AMER-2023-116659,1033,370.782,3,0.4,-92.6955,2023-11-13,7
EMEA-2023-118857,1057,196.45,5,0.0,70.722,2023-04-16,5
EMEA-2021-127110,1001,31.104,6,0.2,10.8864,2021-06-25,9
EMEA-2021-127110,1001,78.256,2,0.2,-17.6076,2021-06-25,4
AMER-2022-148201,1002,6.48,1,0.0,3.1104,2022-08-27,9
AMER-2020-116932,1055,99.2,5,0.0,25.792,2020-07-21,6
AMER-2020-116932,1055,801.568,2,0.2,50.098,2020-07-21,2
AMER-2020-116932,1055,272.848,1,0.2,27.2848,2020-07-21,3
AMER-2023-142888,1097,70.98,1,0.0,20.5842,2023-11-22,3
AMER-2020-147914,1033,16.224,2,0.2,5.8812,2020-06-04,9
EMEA-2022-112977,1092,176.784,1,0.2,-22.098,2022-03-11,1
APJ-2023-112039,1050,470.376,3,0.2,47.0376,2023-03-26,7
AMER-2023-118885,1057,393.568,4,0.2,-44.2764,2023-12-30,2
AMER-2023-118885,1057,302.376,3,0.2,22.6782,2023-12-30,7
EMEA-2023-166611,1070,68.742,9,0.7,-48.1194,2023-03-29,3
EMEA-2021-109512,1076,29.34,3,0.0,14.67,2021-03-05,11
EMEA-2021-109512,1076,383.607,7,0.1,63.9345,2021-03-05,2
EMEA-2021-109512,1076,563.4,4,0.0,67.608,2021-03-05,4
EMEA-2022-118570,1064,217.056,7,0.2,78.6828,2022-11-14,9
APJ-2023-154718,1078,6.0,2,0.2,2.1,2023-01-20,2
AMER-2022-147578,1052,31.56,3,0.0,10.4148,2022-04-23,5
EMEA-2020-140165,1044,7.104,2,0.2,2.3976,2020-05-13,12
EMEA-2020-140165,1044,398.352,8,0.7,-331.96,2020-05-13,3
AMER-2020-142587,1051,121.792,4,0.2,13.7016,2020-10-21,8
AMER-2020-142587,1051,409.59,3,0.4,-122.877,2020-10-21,3
AMER-2020-157623,1010,10.56,2,0.0,4.752,2020-03-14,9
AMER-2020-157623,1010,3.38,1,0.0,1.2506,2020-03-14,6
EMEA-2023-145310,1092,7.824,1,0.2,2.934,2023-12-23,11
EMEA-2022-100083,1071,24.784,1,0.2,7.745,2022-11-25,9
EMEA-2023-108063,1068,34.65,3,0.0,10.395,2023-12-03,6
EMEA-2021-109197,1024,487.984,2,0.2,152.495,2021-12-31,3
EMEA-2023-141789,1003,1793.98,2,0.0,843.1706,2023-10-04,3
EMEA-2020-169775,1048,29.808,2,0.2,10.8054,2020-08-29,11
EMEA-2020-169775,1048,505.176,4,0.7,-336.784,2020-08-29,3
EMEA-2020-169775,1048,174.0585,3,0.45,-110.7645,2020-08-29,3
AMER-2022-140543,1097,191.88,6,0.0,19.188,2022-06-30,4
AMER-2022-151141,1030,14.78,2,0.0,3.9906,2022-08-21,7
EMEA-2023-167094,1077,5.184,1,0.2,1.8144,2023-10-22,9
EMEA-2023-167094,1077,478.48,2,0.2,47.848,2023-10-22,2
EMEA-2023-167094,1077,28.4,2,0.2,6.745,2023-10-22,10
APJ-2023-154410,1007,909.12,8,0.0,9.0912,2023-10-22,4
EMEA-2022-150567,1028,2.952,2,0.7,-2.1648,2022-05-18,3
EMEA-2022-150567,1028,27.018,6,0.7,-21.6144,2022-05-18,3
AMER-2021-157959,1001,136.92,4,0.0,41.076,2021-02-03,5
EMEA-2023-105886,1055,18.96,2,0.0,8.532,2023-12-19,5
AMER-2022-105963,1088,99.39,3,0.0,40.7499,2022-11-16,10
APJ-2023-121503,1026,273.896,7,0.2,92.4399,2023-07-04,9
APJ-2023-121503,1026,597.132,3,0.4,49.761,2023-07-04,13
EMEA-2020-103366,1006,149.95,5,0.0,65.978,2020-01-16,10
EMEA-2023-124597,1016,4.608,2,0.2,1.6704,2023-05-01,2
EMEA-2023-124597,1016,15.528,3,0.2,4.8525,2023-05-01,6
EMEA-2023-124597,1016,11.952,3,0.2,3.8844,2023-05-01,2
APJ-2021-105634,1005,11.65,5,0.0,3.3785,2021-11-08,6
AMER-2021-123673,1001,299.9,2,0.0,74.975,2021-10-30,7
EMEA-2023-111423,1080,895.92,5,0.2,302.373,2023-08-18,3
EMEA-2023-111423,1080,462.564,2,0.1,97.6524,2023-08-18,2
EMEA-2021-125178,1003,15.008,2,0.2,1.5008,2021-10-03,4
APJ-2022-156685,1061,863.64,9,0.2,107.955,2022-07-09,7
APJ-2022-156685,1061,47.616,3,0.2,3.5712,2022-07-09,6
AMER-2023-126865,1016,92.94,3,0.0,41.823,2023-12-06,9
AMER-2023-102834,1084,199.98,2,0.0,69.993,2023-03-10,10
AMER-2022-139710,1051,177.48,3,0.2,19.9665,2022-06-10,7
EMEA-2023-121538,1062,88.768,2,0.2,31.0688,2023-11-29,9
AMER-2023-101539,1039,6.48,1,0.0,3.1104,2023-03-17,9
AMER-2023-101539,1039,46.51,1,0.0,1.8604,2023-03-17,4
AMER-2023-101539,1039,659.976,3,0.2,49.4982,2023-03-17,7
AMER-2022-152121,1042,271.992,1,0.2,23.7993,2022-11-28,7
EMEA-2023-161200,1099,145.74,3,0.0,23.3184,2023-08-07,1
EMEA-2023-161200,1099,15.4,5,0.0,7.392,2023-08-07,5
AMER-2023-101245,1084,244.55,5,0.0,114.9385,2023-11-28,9
AMER-2023-101245,1084,166.16,8,0.0,59.8176,2023-11-28,10
AMER-2021-141768,1009,14.73,3,0.0,4.8609,2021-05-25,5
EMEA-2022-112109,1007,19.968,2,0.7,-13.312,2022-07-09,3
EMEA-2022-112109,1007,33.488,7,0.2,-1.2558,2022-07-09,4
EMEA-2022-112109,1007,8.736,4,0.7,-6.1152,2022-07-09,3
EMEA-2022-112109,1007,662.88,3,0.2,74.574,2022-07-09,2
APJ-2023-144064,1039,47.36,4,0.2,17.76,2023-08-30,2
APJ-2023-144064,1039,27.44,2,0.2,2.401,2023-08-30,4
APJ-2023-144064,1039,3.24,9,0.8,-5.184,2023-08-30,3
APJ-2022-108581,1048,95.968,4,0.2,26.3912,2022-06-21,10
APJ-2022-108581,1048,10.368,2,0.2,3.6288,2022-06-21,9
EMEA-2023-157987,1015,23.1,2,0.0,6.468,2023-09-03,6
EMEA-2023-157987,1015,11.54,2,0.0,3.462,2023-09-03,5
EMEA-2023-157987,1015,254.526,1,0.4,-93.3262,2023-09-03,3
EMEA-2023-157987,1015,12.98,1,0.0,3.7642,2023-09-03,8
EMEA-2023-157987,1015,26.432,8,0.2,8.9208,2023-09-03,3
EMEA-2023-157987,1015,197.97,3,0.0,57.4113,2023-09-03,7
EMEA-2023-157987,1015,18.9,6,0.0,9.072,2023-09-03,2
EMEA-2023-157987,1015,1282.41,5,0.1,213.735,2023-09-03,2
EMEA-2023-157987,1015,4.92,3,0.0,2.214,2023-09-03,6
EMEA-2023-157987,1015,238.0,2,0.0,38.08,2023-09-03,10
EMEA-2023-157987,1015,167.97,3,0.0,40.3128,2023-09-03,10
EMEA-2023-157987,1015,17.12,4,0.0,7.704,2023-09-03,9
EMEA-2023-110905,1006,16.2,3,0.0,7.776,2023-09-11,3
EMEA-2023-110905,1006,33.99,3,0.0,14.6157,2023-09-11,8
EMEA-2023-110905,1006,296.85,5,0.0,53.433,2023-09-11,10
EMEA-2023-110905,1006,112.8,6,0.0,6.768,2023-09-11,10
EMEA-2023-110905,1006,13.71,3,0.0,6.5808,2023-09-11,3
EMEA-2023-110905,1006,24.9,5,0.0,11.703,2023-09-11,9
EMEA-2023-110905,1006,286.29,3,0.0,17.1774,2023-09-11,4
EMEA-2023-110905,1006,24.18,2,0.0,7.254,2023-09-11,8
AMER-2023-165841,1021,281.97,3,0.0,78.9516,2023-12-22,7
AMER-2023-165841,1021,69.5,5,0.0,20.155,2023-12-22,9
AMER-2023-165841,1021,166.44,3,0.0,79.8912,2023-12-22,9
APJ-2023-117485,1038,291.96,4,0.0,102.186,2023-09-24,10
APJ-2023-140242,1013,6.408,3,0.2,0.6408,2023-05-07,6
APJ-2023-140242,1013,408.744,7,0.2,76.6395,2023-05-07,10
APJ-2020-148950,1096,5.104,4,0.8,-8.6768,2020-12-14,3
APJ-2020-148950,1096,2.896,2,0.2,0.4706,2020-12-14,12
APJ-2020-148950,1096,35.016,3,0.2,-2.1885,2020-12-14,10
EMEA-2020-110408,1100,275.97,3,0.0,11.0388,2020-10-18,4
EMEA-2020-110408,1100,1394.95,5,0.0,362.687,2020-10-18,7
EMEA-2020-110408,1100,545.88,6,0.0,70.9644,2020-10-18,2
EMEA-2021-109939,1022,5.248,2,0.2,0.5904,2021-05-08,6
AMER-2022-112669,1087,933.536,4,0.2,105.0228,2022-04-15,2
AMER-2022-112669,1087,42.976,4,0.2,4.2976,2022-04-15,4
EMEA-2021-119592,1042,3.76,2,0.0,1.8048,2021-12-14,3
APJ-2020-122749,1046,479.96,4,0.0,134.3888,2020-12-03,7
AMER-2020-164721,1079,320.88,6,0.0,93.0552,2020-11-25,8
AMER-2020-164721,1079,23.88,3,0.0,10.5072,2020-11-25,5
AMER-2020-164721,1079,26.76,4,0.0,12.3096,2020-11-25,9
AMER-2022-147417,1052,1439.976,4,0.4,191.9968,2022-07-26,14
EMEA-2021-127509,1068,17.22,3,0.0,7.9212,2021-11-09,3
EMEA-2021-127509,1068,1024.38,7,0.0,215.1198,2021-11-09,3
EMEA-2021-127509,1068,26.22,3,0.0,12.3234,2021-11-09,11
EMEA-2021-127509,1068,17.34,3,0.0,8.4966,2021-11-09,9
EMEA-2023-111374,1052,4.956,4,0.7,-3.7996,2023-02-25,3
EMEA-2023-133648,1013,71.04,6,0.2,26.64,2023-06-26,2
EMEA-2023-133648,1013,5.344,2,0.2,0.7348,2023-06-26,6
EMEA-2023-133648,1013,11.304,3,0.2,-2.1195,2023-06-26,12
APJ-2023-147221,1021,294.62,5,0.8,-766.012,2023-12-03,8
APJ-2023-147221,1021,8.752,4,0.6,-3.7196,2023-12-03,5
EMEA-2020-131905,1046,15.0,4,0.0,7.2,2020-02-07,2
EMEA-2020-131905,1046,161.61,1,0.0,42.0186,2020-02-07,7
EMEA-2020-131905,1046,144.95,5,0.0,42.0355,2020-02-07,7
AMER-2023-166128,1080,199.95,5,0.0,21.9945,2023-04-12,10
AMER-2023-166128,1080,41.86,7,0.0,14.2324,2023-04-12,6
EMEA-2023-163510,1013,95.94,3,0.0,9.594,2023-12-26,4
EMEA-2023-163510,1013,304.45,5,0.0,76.1125,2023-12-26,2
APJ-2023-143028,1093,11.364,3,0.8,-17.046,2023-04-12,3
EMEA-2020-111150,1017,29.68,7,0.0,11.5752,2020-12-31,6
EMEA-2020-111150,1017,47.53,7,0.0,16.1602,2020-12-31,10
APJ-2023-165386,1080,183.372,2,0.3,-36.6744,2023-08-04,1
EMEA-2020-116407,1078,4.224,3,0.2,0.4752,2020-11-15,6
EMEA-2020-116407,1078,333.056,2,0.2,29.1424,2020-11-15,8
EMEA-2020-116407,1078,24.896,4,0.2,7.78,2020-11-15,9
APJ-2021-155761,1055,159.984,2,0.2,35.9964,2021-12-11,10
APJ-2021-155761,1055,46.344,3,0.2,4.6344,2021-12-11,4
EMEA-2022-145905,1073,350.98,1,0.0,84.2352,2022-09-19,2
EMEA-2022-145905,1073,13.08,2,0.0,6.0168,2022-09-19,9
EMEA-2022-145905,1073,900.08,4,0.0,117.0104,2022-09-19,4
AMER-2021-113110,1001,17.568,2,0.2,6.3684,2021-03-19,3
AMER-2021-113110,1001,14.62,2,0.0,6.8714,2021-03-19,2
AMER-2021-113110,1001,33.36,4,0.0,8.6736,2021-03-19,9
AMER-2021-113110,1001,40.14,6,0.0,19.6686,2021-03-19,9
EMEA-2022-168354,1011,1606.23,9,0.0,481.869,2022-09-20,4
EMEA-2022-168354,1011,17.04,3,0.0,7.668,2022-09-20,9
EMEA-2022-168354,1011,49.53,3,0.0,23.7744,2022-09-20,3
EMEA-2022-168354,1011,872.32,4,0.0,244.2496,2022-09-20,2
AMER-2023-111241,1072,239.12,5,0.2,77.714,2023-08-21,3
AMER-2021-114237,1079,141.96,2,0.0,39.7488,2021-03-13,1
AMER-2022-113516,1039,33.024,2,0.2,11.5584,2022-09-09,3
AMER-2022-113516,1039,67.136,4,0.2,23.4976,2022-09-09,3
APJ-2021-117961,1071,14.73,3,0.0,6.9231,2021-11-26,3
APJ-2021-117961,1071,104.9,5,0.0,25.176,2021-11-26,4
APJ-2021-117961,1071,61.04,4,0.0,30.52,2021-11-26,3
APJ-2021-117961,1071,10.95,3,0.0,5.1465,2021-11-26,9
APJ-2022-128923,1095,9.392,2,0.2,3.2872,2022-12-10,9
APJ-2022-128923,1095,9.328,1,0.2,0.8162,2022-12-10,6
EMEA-2023-162481,1055,8.26,2,0.0,3.8822,2023-09-26,3
EMEA-2023-162481,1055,269.97,3,0.0,51.2943,2023-09-26,2
EMEA-2021-119214,1058,29.04,3,0.0,13.9392,2021-01-23,9
EMEA-2021-119214,1058,14.62,2,0.0,6.8714,2021-01-23,2
AMER-2021-122287,1050,11.952,3,0.2,4.3326,2021-06-18,9
AMER-2021-122287,1050,4.536,7,0.7,-3.3264,2021-06-18,3
AMER-2021-122287,1050,9.156,2,0.7,-6.104,2021-06-18,3
AMER-2021-122287,1050,75.36,5,0.2,20.724,2021-06-18,5
AMER-2021-104493,1094,57.504,6,0.2,20.1264,2021-10-02,3
AMER-2023-158946,1073,38.864,7,0.2,7.7728,2023-11-19,6
APJ-2020-129168,1048,15.552,3,0.2,5.4432,2020-08-17,9
AMER-2022-131835,1097,162.64,2,0.0,45.5392,2022-07-18,8
AMER-2022-131835,1097,597.0,3,0.0,280.59,2022-07-18,7
AMER-2022-131835,1097,55.48,1,0.0,26.6304,2022-07-18,9
EMEA-2021-142237,1030,289.8,7,0.2,36.225,2021-07-11,5
EMEA-2021-142237,1030,2.502,3,0.7,-2.0016,2021-07-11,3
EMEA-2021-142237,1030,6.48,4,0.7,-4.752,2021-07-11,3
EMEA-2021-142237,1030,341.488,8,0.3,-73.176,2021-07-11,2
EMEA-2021-142237,1030,11.12,5,0.2,0.834,2021-07-11,6
EMEA-2021-142237,1030,25.344,6,0.2,3.4848,2021-07-11,5
APJ-2022-136434,1062,17.31,3,0.0,5.193,2022-12-02,5
AMER-2023-120376,1029,199.95,5,0.0,63.984,2023-12-23,10
AMER-2023-120376,1029,1586.69,7,0.0,412.5394,2023-12-23,2
AMER-2023-120376,1029,84.99,1,0.0,30.5964,2023-12-23,10
AMER-2023-120376,1029,411.8,2,0.0,70.006,2023-12-23,3
AMER-2020-106439,1027,11.34,3,0.0,5.2164,2020-10-31,12
AMER-2020-106439,1027,80.3,5,0.0,20.878,2020-10-31,4
AMER-2020-106439,1027,15.968,2,0.2,5.3892,2020-10-31,3
AMER-2020-106439,1027,64.74,13,0.0,30.4278,2020-10-31,9
AMER-2020-106439,1027,19.296,3,0.2,6.03,2020-10-31,3
AMER-2020-106439,1027,405.64,4,0.0,12.1692,2020-10-31,4
AMER-2020-106439,1027,146.352,3,0.2,-9.147,2020-10-31,2
AMER-2020-106439,1027,251.91,9,0.0,47.8629,2020-10-31,10
AMER-2020-106439,1027,12.39,3,0.0,3.717,2020-10-31,6
AMER-2021-133452,1046,199.96,4,0.0,69.986,2021-04-13,10
AMER-2021-133452,1046,710.832,3,0.2,-97.7394,2021-04-13,3
EMEA-2022-146521,1099,1.941,1,0.7,-1.294,2022-07-22,3
AMER-2023-110996,1003,283.92,5,0.2,-46.137,2023-11-21,2
AMER-2022-129693,1021,7.312,2,0.2,2.5592,2022-11-27,3
AMER-2023-122504,1057,59.97,3,0.0,13.7931,2023-11-08,10
AMER-2023-122504,1057,761.544,7,0.2,66.6351,2023-11-08,7
AMER-2020-131051,1100,58.2,3,0.0,28.518,2020-12-01,5
APJ-2023-140676,1048,39.9,5,0.0,19.95,2023-09-13,9
APJ-2023-140676,1048,90.86,7,0.0,26.3494,2023-09-13,8
APJ-2023-140676,1048,94.85,5,0.0,45.528,2023-09-13,9
AMER-2021-120103,1088,106.232,7,0.2,37.1812,2021-12-24,9
AMER-2021-120103,1088,111.984,2,0.2,11.1984,2021-12-24,7
AMER-2021-120103,1088,7.712,2,0.2,1.7352,2021-12-24,5
AMER-2023-104647,1030,37.44,6,0.0,16.848,2023-02-24,9
APJ-2020-110352,1052,23.68,2,0.2,8.88,2020-11-23,2
EMEA-2022-140501,1066,122.12,4,0.0,56.1752,2022-06-24,2
EMEA-2022-140501,1066,18.45,5,0.0,8.6715,2022-06-24,2
EMEA-2022-140501,1066,324.9,5,0.0,38.988,2022-06-24,4
EMEA-2022-140501,1066,146.73,3,0.0,68.9631,2022-06-24,9
EMEA-2022-140501,1066,3.96,2,0.0,1.4652,2022-06-24,12
AMER-2021-139290,1018,5.76,2,0.0,2.6496,2021-10-26,2
APJ-2023-166142,1067,26.55,3,0.0,13.0095,2023-07-16,3
APJ-2023-166142,1067,310.443,3,0.3,-48.7839,2023-07-16,3
EMEA-2020-145926,1033,479.9,5,0.0,81.583,2020-11-17,2
APJ-2021-149678,1004,12.88,1,0.0,0.3864,2021-04-13,9
EMEA-2021-164357,1025,13.12,5,0.2,1.476,2021-11-25,6
EMEA-2022-146570,1101,511.84,8,0.0,240.5648,2022-05-16,3
EMEA-2022-146570,1101,91.96,4,0.0,25.7488,2022-05-16,6
EMEA-2022-146570,1101,8.34,3,0.0,2.1684,2022-05-16,6
EMEA-2023-124401,1067,37.68,3,0.2,2.355,2023-09-08,4
EMEA-2023-124401,1067,279.944,7,0.2,80.4839,2023-09-08,10
EMEA-2020-140116,1009,636.408,3,0.2,-15.9102,2020-03-10,4
EMEA-2020-140116,1009,83.168,4,0.2,9.3564,2020-03-10,6
AMER-2020-123295,1009,259.136,4,0.2,-25.9136,2020-07-18,2
EMEA-2023-167101,1046,221.92,4,0.0,106.5216,2023-03-25,9
EMEA-2023-167101,1046,26.0,2,0.0,11.7,2023-03-25,10
EMEA-2020-167633,1074,15.552,3,0.2,5.4432,2020-09-30,9
APJ-2020-152723,1009,0.876,1,0.8,-1.4016,2020-09-26,3
AMER-2021-164882,1022,19.98,1,0.0,9.3906,2021-10-31,9
AMER-2021-164882,1022,398.352,3,0.2,124.485,2021-10-31,3
AMER-2021-164882,1022,5.04,3,0.0,1.26,2021-10-31,6
AMER-2021-164882,1022,17.45,5,0.0,8.027,2021-10-31,12
AMER-2021-164882,1022,323.136,4,0.2,20.196,2021-10-31,2
AMER-2021-164882,1022,29.7,3,0.0,8.019,2021-10-31,9
AMER-2021-164882,1022,1295.84,4,0.2,145.782,2021-10-31,7
AMER-2021-164882,1022,46.84,2,0.0,12.6468,2021-10-31,4
AMER-2021-164882,1022,425.833,1,0.15,20.0392,2021-10-31,1
EMEA-2021-159786,1005,209.67,1,0.4,-13.978,2021-10-12,3
AMER-2022-130267,1080,159.88,7,0.0,73.5448,2022-09-20,9
AMER-2023-155460,1017,5.28,1,0.0,2.376,2023-04-14,9
AMER-2023-155460,1017,895.92,5,0.2,302.373,2023-04-14,3
EMEA-2023-168690,1004,2.808,3,0.7,-1.9656,2023-01-08,3
AMER-2023-158246,1031,215.976,3,0.2,-2.6997,2023-11-10,2
AMER-2023-167381,1044,241.96,2,0.0,41.1332,2023-09-23,1
AMER-2023-167381,1044,27.72,9,0.0,13.3056,2023-09-23,2
EMEA-2023-144862,1044,104.68,5,0.2,35.3295,2023-12-02,11
EMEA-2023-144862,1044,62.958,7,0.4,9.4437,2023-12-02,7
EMEA-2020-126032,1068,86.376,3,0.2,1.0797,2020-06-23,10
EMEA-2021-134859,1086,64.944,3,0.2,6.4944,2021-10-04,5
EMEA-2021-134859,1086,20.736,4,0.2,7.2576,2021-10-04,9
EMEA-2020-114188,1094,33.28,4,0.0,9.3184,2020-05-20,8
